transaction_id	amount	sender_balance_before	sender_balance_after	receiver_balance_before	receiver_balance_after	transaction_type	hour	month_2026	day_of_week	device_type	region	is_fraud
UEV2WWG84	3480.54	66028.06	62547.52	24772.61	28253.15	till	20	5	Thu	smartphone	Mombasa	0
UH4K00ILU	732.49	50969.91	50237.42	30696.68	31429.17	till	21	8	Tue	smartphone	Eldoret	0
UABQ1BTR2	103.47	70608.51	70505.04	5284.67	5388.14	paybill	23	1	Thu	smartphone	Nakuru	0
UI1YOHMI9	6669.08	54450.2	47781.12	2083.65	8752.73	till	22	9	Wed	smartphone	Nairobi	0
UJ0AQ15O2	132.91	52756.94	52624.03	40106.53	40239.44	paybill	10	10	Sat	smartphone	Nakuru	0
UG6LBPJ8T	167.01	76524.46	76357.45	36875.42	37042.43	till	16	7	Mon	feature	Nairobi	0
UI8Y5DNWN	653.7	79327.91	78674.21	48537.5	49191.2	till	13	9	Sat	smartphone	Nairobi	0
UL1EMTX01	4279.15	14897.13	10617.98	8705.47	12984.62	till	18	12	Tue	smartphone	Eldoret	0
UF6SPBNQS	155.37	61173.38	61018.01	13252.32	13407.69	paybill	21	6	Sat	feature	Kisumu	0
UJNYY95G5	31.75	77432.02	77400.27	14772.24	14803.99	paybill	15	10	Tue	feature	Nakuru	0
UBFEFFH8A	2199.46	30616.98	28417.52	10284.36	12483.82	till	8	2	Fri	smartphone	Nairobi	0
UFP0AGA24	194.12	61993.24	61799.12	32195.21	32389.33	paybill	3	6	Thu	feature	Nakuru	0
UHVZ4QKE2	1133.5	25845.02	24711.52	6261.68	7395.18	paybill	17	8	Tue	feature	Kisumu	0
UE1BMQF7Z	964.64	48190.34	47225.7	29121.13	30085.77	peer	1	5	Sun	smartphone	Kisumu	0
UDE9UPNHZ	2067.92	10334.85	8266.93	16913.38	18981.3	paybill	1	4	Tue	feature	Mombasa	0
UI9TEA718	3948.38	7691.43	3743.05	18799.64	22748.02	peer	22	9	Mon	feature	Nakuru	0
UH6819Y20	1198.07	75451.76	74253.69	12034.64	13232.71	paybill	17	8	Sat	smartphone	Kisumu	0
UAFTLO4QD	194.31	70965.3	70770.99	32290.54	32484.85	till	18	1	Tue	smartphone	Nakuru	0
UDATQYDSH	505.11	70353.57	69848.46	12921.58	13426.69	till	22	4	Fri	smartphone	Kisumu	0
UGF4NNKM9	1177.95	60427.85	59249.9	23026.97	24204.92	peer	20	7	Tue	feature	Kisumu	0
UHK38P6FV	2767.73	44669.28	41901.55	9029.73	11797.46	peer	7	8	Wed	feature	Nakuru	0
UFC81DO6O	83.04	60279.67	60196.63	13466.56	13549.6	till	21	6	Fri	smartphone	Eldoret	0
UC3KR3KVR	1163.35	13268.7	12105.35	6586.44	7749.79	peer	12	3	Mon	smartphone	Mombasa	0
UEKXWEXKG	1941.83	17159.56	15217.73	25292.63	27234.46	till	17	5	Tue	smartphone	Mombasa	0
UER8VNRPJ	2755.48	33131.97	30376.49	37909.25	40664.73	till	12	5	Sun	smartphone	Nairobi	0
UI0AJUFQY	2040.49	23874.12	21833.63	28251.1	30291.59	peer	2	9	Wed	feature	Kisumu	0
UK6MKT7S1	1751.39	46216.11	44464.72	43856.92	45608.31	peer	6	11	Fri	smartphone	Nakuru	0
UF53YKYYD	853.21	36978.44	36125.23	466.58	1319.79	peer	7	6	Mon	smartphone	Eldoret	0
UENRM6DFH	424.9	70527.92	70103.02	13895.1	14320	till	4	5	Fri	smartphone	Eldoret	0
UH6EEAMYF	323.42	52639.07	52315.65	15546.45	15869.87	till	9	8	Fri	feature	Nakuru	0
ULK0EEYYL	2034.22	49317.24	47283.02	9401.24	11435.46	peer	13	12	Thu	smartphone	Mombasa	0
UA11BD2SC	658.65	43141.78	42483.13	26207.96	26866.61	paybill	12	1	Mon	smartphone	Nairobi	0
UKADEVVHY	2826.28	66631.17	63804.89	551.58	3377.86	peer	21	11	Sun	feature	Kisumu	0
UFM42WSC3	2076.72	29498.47	27421.75	16346.58	18423.3	till	20	6	Tue	smartphone	Eldoret	0
UC6T9DHSZ	241.82	37678.49	37436.67	25102.51	25344.33	till	22	3	Tue	feature	Kisumu	0
UC49PSO1L	199.81	35943.99	35744.18	36103.55	36303.36	till	14	3	Tue	feature	Nairobi	0
ULKZCRNQ0	3259.91	11112.05	7852.14	33152.1	36412.01	paybill	2	12	Tue	feature	Kisumu	0
UGGC4RYG9	2.82	357.14	354.32	30979.47	30982.29	peer	6	7	Thu	feature	Kisumu	0
UKYEOZ906	658.9	7529.95	6871.05	29410.11	30069.01	paybill	12	11	Tue	feature	Eldoret	0
UJ4OIPR11	983.7	57900.04	56916.34	5206.87	6190.57	till	13	10	Thu	feature	Mombasa	0
UKVORK1DJ	383.19	44896.74	44513.55	30174.38	30557.57	till	19	11	Tue	smartphone	Nakuru	0
ULBCY8NYF	1692.69	48211.44	46518.75	1146.64	2839.33	peer	17	12	Sun	smartphone	Nairobi	0
UH2HXRJM4	583.15	12005.08	11421.93	34770.78	35353.93	peer	13	8	Thu	smartphone	Eldoret	0
UHLNQBU4K	2055.19	16866.38	14811.19	41256.53	43311.72	paybill	5	8	Thu	smartphone	Nakuru	0
ULO1URTTQ	1101.88	11881.46	10779.58	16409.64	17511.52	peer	12	12	Fri	smartphone	Kisumu	0
UER8WM9LB	853.79	29776.62	28922.83	3127.11	3980.9	paybill	17	5	Wed	smartphone	Nakuru	0
UGDMMMXIX	2424.44	79867.97	77443.53	46655.67	49080.11	till	14	7	Mon	feature	Kisumu	0
UFGTBXPSP	1543.2	51040.51	49497.31	24808.32	26351.52	paybill	16	6	Fri	smartphone	Nairobi	0
UGULDRYHR	294.48	32851.4	32556.92	41990.11	42284.59	till	14	7	Wed	smartphone	Kisumu	0
UENPR424T	726.36	76029.99	75303.63	10146.82	10873.18	peer	8	5	Wed	feature	Eldoret	0
UJ0D4DMC2	1250.51	26827.45	25576.94	1309.84	2560.35	peer	9	10	Wed	smartphone	Mombasa	0
UI2PTHOWQ	36.73	21918.36	21881.63	25903.94	25940.67	peer	21	9	Mon	smartphone	Kisumu	0
UHH80Q7TW	532.28	4585.27	4052.99	42636.4	43168.68	paybill	20	8	Fri	smartphone	Eldoret	0
UDNFFYKPL	383.39	67370.49	66987.1	9305.07	9688.46	peer	4	4	Sat	smartphone	Eldoret	0
UE3XJVOEG	2434.11	74994.53	72560.42	35300.95	37735.06	paybill	9	5	Thu	feature	Nakuru	0
UGP6HJB2J	1496.13	72322.68	70826.55	45469.51	46965.64	till	6	7	Sun	smartphone	Eldoret	0
UAB6LKC86	2272.65	61264.48	58991.83	7945.41	10218.06	peer	3	1	Thu	smartphone	Nakuru	0
UBUSEXU1S	1413.28	52590.72	51177.44	47830.73	49244.01	peer	19	2	Tue	smartphone	Mombasa	0
UF30307HD	107.18	3663.13	3555.95	1814.38	1921.56	paybill	11	6	Thu	feature	Kisumu	0
UJCTZETRI	483.87	72509.74	72025.87	12477.31	12961.18	peer	22	10	Wed	feature	Kisumu	0
UEA8V4X7Y	476.08	34368.06	33891.98	42239.47	42715.55	peer	21	5	Wed	feature	Kisumu	0
UK8N3E54N	468.25	39056.94	38588.69	1680.68	2148.93	paybill	8	11	Wed	feature	Kisumu	0
UDK4FPL3X	97.05	11225.71	11128.66	26621.03	26718.08	paybill	10	4	Sun	smartphone	Nairobi	0
UH07LP7DF	794.24	7005.33	6211.09	11839.22	12633.46	peer	6	8	Wed	feature	Nakuru	0
UL30QABXW	1977.67	77075.22	75097.55	28008.41	29986.08	peer	10	12	Mon	feature	Eldoret	0
UKKUDIZ1X	4142.71	66246.68	62103.97	39385.65	43528.36	till	9	11	Sat	feature	Mombasa	0
UHR0JY32H	1468.95	78505.64	77036.69	12826.5	14295.45	peer	4	8	Thu	feature	Kisumu	0
UDAAUWIDQ	1592.73	45269.89	43677.16	23196.62	24789.35	peer	4	4	Mon	feature	Eldoret	0
UGVF8GUAS	5363.61	28025.56	22661.95	5704.79	11068.4	paybill	11	7	Sun	feature	Eldoret	0
UDZG52KRE	245.98	33497.4	33251.42	4442.01	4687.99	till	3	4	Tue	feature	Nairobi	0
UGG2B9IQI	1726.85	41918.93	40192.08	5738.44	7465.29	till	0	7	Thu	smartphone	Mombasa	0
UHELYYZZ0	2950.67	5506.7	2556.03	35391.75	38342.42	peer	10	8	Fri	smartphone	Nairobi	0
UF7QMVY2Z	1176.38	18169.15	16992.77	42345.94	43522.32	peer	5	6	Wed	feature	Nairobi	0
UGYE6BGGR	839.58	75661.28	74821.7	42498.77	43338.35	paybill	4	7	Tue	smartphone	Kisumu	0
ULTFEBE54	1658.56	68972.75	67314.19	23008.11	24666.67	paybill	1	12	Wed	feature	Kisumu	0
UESPF0R8U	2075.15	5075.62	3000.47	25625.13	27700.28	till	11	5	Sun	feature	Eldoret	0
UDFIBJZP9	2462.97	78247.14	75784.17	39699.49	42162.46	peer	9	4	Thu	feature	Nairobi	0
UHQEZFMHK	1031.51	69783.64	68752.13	27242.39	28273.9	till	6	8	Fri	feature	Eldoret	0
UKVV8SUOC	2130.86	41598.93	39468.07	10244.06	12374.92	till	19	11	Mon	feature	Eldoret	0
UEYYOV84F	3153.51	13013.42	9859.91	12774.67	15928.18	till	21	5	Sat	feature	Nairobi	0
UK8VA8X8L	4395.98	78800.67	74404.69	38600.62	42996.6	till	7	11	Sun	smartphone	Nakuru	0
UA2K20TVD	41.31	37168.12	37126.81	45461.01	45502.32	peer	23	1	Sun	feature	Mombasa	0
UA4F2K1XE	1160.57	63887.7	62727.13	18596.63	19757.2	paybill	19	1	Sat	feature	Nairobi	0
UCMDNHQNJ	901.39	7563.3	6661.91	22053.61	22955	peer	17	3	Sun	feature	Eldoret	0
UJGWDS9YX	326.51	41914.04	41587.53	14356.9	14683.41	paybill	11	10	Fri	smartphone	Kisumu	0
UHP6RFE64	2361.5	22187.69	19826.19	15617.46	17978.96	paybill	3	8	Fri	smartphone	Kisumu	0
UB7SSOQZ3	1543.66	73215.7	71672.04	26651.44	28195.1	till	14	2	Mon	smartphone	Eldoret	0
ULXGGOC5K	257.88	44669.83	44411.95	8301.72	8559.6	paybill	19	12	Sun	feature	Nairobi	0
UEM73HC9J	1425.83	72500.85	71075.02	13845.22	15271.05	paybill	12	5	Fri	smartphone	Eldoret	0
UGEGRY58V	6158.55	47889.2	41730.65	1669.18	7827.73	till	0	7	Sun	feature	Nairobi	0
UEDEG3ZGA	678.11	12253.13	11575.02	22016.17	22694.28	peer	15	5	Sat	smartphone	Nakuru	0
UK4TD1FPE	1432.93	68564.23	67131.3	5882.2	7315.13	till	21	11	Sat	feature	Nakuru	0
UHAQIK3OM	2019.06	77373.42	75354.36	20888.05	22907.11	till	22	8	Thu	feature	Nakuru	0
ULU09BOS0	6213.13	58042.33	51829.2	16150.56	22363.69	paybill	20	12	Tue	smartphone	Nakuru	0
UAPLC6PRR	8753.31	10473.13	1719.82	34343.05	43096.36	paybill	22	1	Thu	feature	Eldoret	0
UCKGMIH6M	146.47	57576.35	57429.88	44512.9	44659.37	till	3	3	Sat	feature	Nairobi	0
UE0OP7XMR	124.11	77879.25	77755.14	16842.03	16966.14	peer	4	5	Fri	smartphone	Mombasa	0
UL0YEHVDO	527.51	43309.42	42781.91	35512.14	36039.65	paybill	5	12	Tue	smartphone	Kisumu	0
UA9MJYG4S	566.08	72113.55	71547.47	32583.4	33149.48	paybill	10	1	Thu	smartphone	Eldoret	0
UDEIJMMB5	565.45	39587.57	39022.12	41412.46	41977.91	peer	23	4	Sun	smartphone	Eldoret	0
UH28192V4	612.42	56989.92	56377.5	41298.91	41911.33	till	15	8	Mon	smartphone	Nairobi	0
UKEHN0Z1R	159.1	33667.49	33508.39	45267.99	45427.09	peer	20	11	Sat	feature	Mombasa	0
UCEH81A4R	2018.72	59931.22	57912.5	32557.38	34576.1	peer	17	3	Mon	feature	Kisumu	0
UL1MXF1PI	1455.05	59071.72	57616.67	40309.79	41764.84	paybill	21	12	Thu	feature	Kisumu	0
UKNBFA37D	2784.33	2586.14	0	36964.74	39749.07	peer	2	11	Thu	smartphone	Eldoret	1
UAXX6CWZX	168.65	54937.54	54768.89	3482.06	3650.71	paybill	2	1	Thu	feature	Nakuru	0
UEZLM36VF	288.34	52457.06	52168.72	49587.13	49875.47	till	8	5	Tue	feature	Eldoret	0
UKOHKBM00	113.17	55562.63	55449.46	25632.74	25745.91	till	2	11	Wed	smartphone	Kisumu	0
UITS1FB2V	546.44	2751.83	2205.39	15197.32	15743.76	paybill	20	9	Sat	feature	Nairobi	0
UB04JSE17	1588.35	72298.27	70709.92	11638.16	13226.51	till	13	2	Sat	smartphone	Eldoret	0
UF929U6WT	2470.68	71917.91	69447.23	32538.43	35009.11	paybill	12	6	Wed	feature	Nakuru	0
UKFN0DSG2	3109.91	13609.58	10499.67	19487.97	22597.88	peer	22	11	Sat	feature	Eldoret	0
UBDPEHCYO	715.85	69178.63	68462.78	27332.41	28048.26	paybill	13	2	Sun	feature	Nakuru	0
UHW9Y80PF	718.02	38377.7	37659.68	900	1618.02	paybill	13	8	Sat	feature	Eldoret	0
ULSTZQBFU	820.83	73454.32	72633.49	14001.87	14822.7	peer	13	12	Fri	feature	Mombasa	0
UBNKSEKNK	2931.51	77824.83	74893.32	41301.95	44233.46	peer	18	2	Tue	feature	Nairobi	0
UE6H3REM5	1802.54	78545.72	76743.18	31067.22	32869.76	till	19	5	Wed	feature	Nairobi	0
UGRZV1SQQ	1228.69	42660.8	41432.11	31754.46	32983.15	till	22	7	Wed	smartphone	Kisumu	0
UKWN6MBYP	896.33	56324.51	55428.18	27034.92	27931.25	peer	23	11	Sun	smartphone	Eldoret	0
UJW1LXXD8	152.28	1091.08	938.8	23438.4	23590.68	peer	8	10	Fri	smartphone	Nairobi	0
UI6E7GA2I	537.73	6031.85	5494.12	11317.57	11855.3	till	10	9	Thu	smartphone	Nakuru	0
UJLVR7MGA	1965.37	3946.61	1981.24	45144.75	47110.12	paybill	8	10	Wed	smartphone	Eldoret	0
UBTKG1F8Y	2868.49	26499.6	23631.11	17020.29	19888.78	paybill	8	2	Tue	smartphone	Nairobi	0
UEOLOLN3E	6768.66	42552.19	35783.53	41907.61	48676.27	till	22	5	Fri	smartphone	Nairobi	0
UI1NECQOR	503.82	46666.27	46162.45	49771.88	50275.7	peer	11	9	Mon	feature	Nakuru	0
UJYIT2KOD	2903.75	5184.91	2281.16	41568.68	44472.43	peer	20	10	Sun	smartphone	Eldoret	0
UI92TP6QA	1370.61	59031.5	57660.89	26261.99	27632.6	till	0	9	Wed	smartphone	Kisumu	0
UA7RV4NMW	49.79	66360.02	66310.23	43948.95	43998.74	till	2	1	Wed	smartphone	Nairobi	0
ULTCDZ309	1272.15	55586.59	54314.44	4110.35	5382.5	peer	12	12	Fri	feature	Mombasa	0
UKJ1QI9MQ	3623.24	61932.98	58309.74	30096.17	33719.41	peer	13	11	Sat	smartphone	Kisumu	0
UJR6YO6Z1	3345.72	48606.46	45260.74	31565.38	34911.1	till	21	10	Sat	smartphone	Nairobi	0
UA63QE8NV	1343.62	19070.93	17727.31	25618.19	26961.81	till	18	1	Mon	smartphone	Eldoret	0
UF7QHAK7M	165.1	62961.35	62796.25	48538.31	48703.41	till	21	6	Sat	feature	Nakuru	0
UD98BRZVA	457.09	48092.02	47634.93	37179.7	37636.79	till	23	4	Thu	smartphone	Mombasa	0
UJSGG0YVG	1058.64	32617.06	31558.42	44574	45632.64	till	22	10	Mon	smartphone	Kisumu	0
UJ450J4A8	4.39	48365.33	48360.94	45369.01	45373.4	till	11	10	Wed	feature	Kisumu	0
UGX7B7P9J	409.4	77725.46	77316.06	16567.35	16976.75	paybill	9	7	Thu	feature	Nairobi	0
UA5IKPQAH	986.79	37632.53	36645.74	22373.41	23360.2	till	7	1	Sun	smartphone	Eldoret	0
ULPCIFLWD	964.5	41374.15	40409.65	275.29	1239.79	peer	16	12	Fri	feature	Mombasa	0
UDDIMBM27	11.54	3034.04	3022.5	5401.29	5412.83	till	7	4	Thu	smartphone	Kisumu	0
UJE97N6Y2	620.69	35139.23	34518.54	10925.49	11546.18	paybill	20	10	Mon	feature	Nakuru	0
UKPDCB4OW	758.25	74547.12	73788.87	19850.75	20609	till	21	11	Sun	smartphone	Eldoret	0
UGQPWDXYA	136.68	65474.71	65338.03	26579.97	26716.65	till	8	7	Tue	smartphone	Nakuru	0
UAVC2GUWJ	3178.68	69950.38	66771.7	24677.33	27856.01	till	22	1	Fri	feature	Nairobi	0
UDEBEVSXM	1817.3	36102.7	34285.4	46471.33	48288.63	till	18	4	Sun	smartphone	Mombasa	0
UHLMNAVYC	270.85	33804.07	33533.22	20551.05	20821.9	till	7	8	Sun	smartphone	Mombasa	0
UFHH62MYZ	3572.62	20728.04	17155.42	33730.39	37303.01	till	20	6	Sat	feature	Nakuru	0
UJ8WPFQ2B	528.02	76327.25	75799.23	36069.67	36597.69	peer	6	10	Sat	smartphone	Eldoret	0
UHWI08L0H	2980.35	4185.72	1205.37	12880.36	15860.71	peer	13	8	Wed	smartphone	Mombasa	0
UFBEKGV1B	92.05	69740.66	69648.61	12834.71	12926.76	peer	14	6	Wed	smartphone	Nairobi	0
UEZMTGA46	1641.75	36553.3	34911.55	18452.65	20094.4	till	0	5	Tue	feature	Mombasa	0
UF7KI3X79	193.5	60119.13	59925.63	3550.38	3743.88	paybill	7	6	Sat	smartphone	Nairobi	0
UC5EGTYLP	125.37	60013.08	59887.71	20633.77	20759.14	peer	14	3	Sun	smartphone	Nairobi	0
UE2LB2548	1558.1	29017.41	27459.31	29683.04	31241.14	peer	9	5	Sat	smartphone	Eldoret	0
UKWGN51NS	15.27	11195.82	11180.55	5786.88	5802.15	till	17	11	Wed	feature	Nakuru	0
UHJO7VBHH	251.42	57945.45	57694.03	6027.92	6279.34	paybill	2	8	Tue	feature	Nakuru	0
UGU7NTEDQ	3491.14	66338.52	62847.38	49563.16	53054.3	till	5	7	Mon	feature	Nakuru	0
UJMQPNRJA	2572.3	33820.54	31248.24	14752.04	17324.34	paybill	8	10	Sat	smartphone	Eldoret	0
UBKSTCJIE	998.3	32009.56	31011.26	45506.73	46505.03	till	12	2	Tue	feature	Kisumu	0
UKLK3YJZ9	2475.57	65356.18	62880.61	3369.23	5844.8	till	22	11	Sat	feature	Mombasa	0
UEKM9831A	735.05	34451.49	33716.44	33648.33	34383.38	peer	10	5	Sun	feature	Nairobi	0
UD0HIVTQ3	483.16	68953.23	68470.07	29514.28	29997.44	peer	20	4	Wed	smartphone	Mombasa	0
ULPP4BF5L	384.82	36064.86	35680.04	28963.32	29348.14	paybill	2	12	Sun	feature	Nakuru	0
UDPYO2TLA	2136.62	25577.46	23440.84	29109.94	31246.56	peer	22	4	Tue	feature	Kisumu	0
UK26UON8C	695.85	56476.31	55780.46	34420.25	35116.1	paybill	21	11	Mon	feature	Eldoret	0
UHXKGYG3V	703.93	13333.7	12629.77	32287.03	32990.96	peer	23	8	Mon	feature	Eldoret	0
UDIXCCSG4	68.72	27735.61	27666.89	7722.99	7791.71	peer	0	4	Mon	smartphone	Kisumu	0
UGRC85EHP	38.67	50988.5	50949.83	17030.21	17068.88	paybill	17	7	Tue	feature	Eldoret	0
UDSYJAFCO	111.62	24966.28	24854.66	33856.03	33967.65	till	10	4	Wed	feature	Eldoret	0
UHU0K5QZZ	1396.27	67353.7	65957.43	29011.08	30407.35	till	1	8	Sun	smartphone	Nakuru	0
UDGWPNXZD	1230.41	13472.04	12241.63	48601.26	49831.67	peer	3	4	Tue	smartphone	Nakuru	0
UKTXC066O	389.1	40485.86	40096.76	48200.87	48589.97	peer	23	11	Wed	smartphone	Kisumu	0
UI1LQJSQC	727.27	2573.37	1846.1	19399.34	20126.61	till	13	9	Thu	feature	Nairobi	0
ULOGBJZEY	261.57	25125.18	24863.61	7353.09	7614.66	paybill	17	12	Mon	smartphone	Kisumu	0
UKI8F34GA	1003.71	72016.65	71012.94	5806.95	6810.66	paybill	9	11	Mon	feature	Eldoret	0
UBYAJPGZ6	4682.58	37973.11	33290.53	22206.39	26888.97	paybill	4	2	Sat	smartphone	Mombasa	0
UKXXDYPVB	7905.46	78722.65	70817.19	14420.27	22325.73	peer	8	11	Tue	feature	Eldoret	0
UDDP9MGYH	4871.51	2571.92	0	48537.11	53408.62	till	19	4	Tue	smartphone	Mombasa	1
UGS3LWW7O	2227.77	12416.19	10188.42	27685.57	29913.34	peer	4	7	Tue	smartphone	Nairobi	0
UFGOLOQC3	1170.36	19827.9	18657.54	41927.46	43097.82	paybill	21	6	Mon	smartphone	Kisumu	0
UGKV9DT94	660.52	20820.86	20160.34	9731.19	10391.71	peer	1	7	Fri	feature	Mombasa	0
UK71EG1Y9	89.06	54223.25	54134.19	11751.86	11840.92	peer	13	11	Wed	smartphone	Nakuru	0
UJQS0SZAA	2664.02	27847.44	25183.42	29023.38	31687.4	peer	3	10	Wed	smartphone	Eldoret	0
UDWCNKFHB	224.83	12126.67	11901.84	40837.85	41062.68	till	2	4	Thu	feature	Nakuru	0
UEL2B2O31	348.48	58792.78	58444.3	15024.47	15372.95	till	16	5	Wed	feature	Mombasa	0
UDT6XIYZV	591.39	49690.77	49099.38	10065.61	10657	paybill	23	4	Tue	feature	Mombasa	0
UB5CGWFHD	754.13	38096.13	37342	27151.23	27905.36	peer	4	2	Tue	smartphone	Nairobi	0
ULQFHPVKU	387.67	47969.73	47582.06	17673.04	18060.71	peer	20	12	Wed	feature	Nakuru	0
UFOGPS013	920.03	10539.12	9619.09	39525.49	40445.52	peer	21	6	Sun	feature	Nairobi	0
UB17VF0JQ	199.99	54492.4	54292.41	23339.1	23539.09	paybill	16	2	Fri	feature	Nakuru	0
UFEQFGAS0	52.6	11988.8	11936.2	23133.78	23186.38	paybill	5	6	Thu	feature	Nairobi	0
UHL9C59E7	5943.98	60394.24	54450.26	24596.56	30540.54	paybill	11	8	Wed	feature	Nakuru	0
ULRYZX70I	540.27	22934.11	22393.84	10161.15	10701.42	paybill	3	12	Sat	smartphone	Eldoret	0
UEV7FIUXF	2151.96	48499.85	46347.89	45936.74	48088.7	peer	14	5	Sat	feature	Mombasa	0
ULV6SGP3J	674.76	69259.61	68584.85	49036.97	49711.73	till	16	12	Sat	feature	Nakuru	0
UE0175DU2	785.32	48209.15	47423.83	29570.34	30355.66	paybill	18	5	Sat	smartphone	Eldoret	0
ULL93ACZS	2464.41	16117.91	13653.5	5463.21	7927.62	till	2	12	Thu	smartphone	Nakuru	0
UFGERSDUH	2885.83	51251.85	48366.02	14921.75	17807.58	till	16	6	Tue	smartphone	Mombasa	0
UGP6DWCDE	412.41	20558.2	20145.79	1539.5	1951.91	peer	5	7	Fri	smartphone	Kisumu	0
UHYDC1AU9	5338.52	1627.38	0	23842.17	29180.69	till	22	8	Sun	smartphone	Nakuru	1
UJS8JR1VM	1745.79	69776.66	68030.87	26361.31	28107.1	paybill	10	10	Wed	smartphone	Nakuru	0
UKOV953A5	1501.73	28761.37	27259.64	40221.86	41723.59	peer	20	11	Mon	smartphone	Kisumu	0
UE81IQY5S	490.17	42333.39	41843.22	39669.7	40159.87	peer	23	5	Sat	feature	Eldoret	0
UKMB3LPVO	6991.98	54178.02	47186.04	41423.46	48415.44	peer	17	11	Wed	feature	Nairobi	0
UK460KHFS	523.53	3628.54	3105.01	17089.12	17612.65	till	6	11	Fri	smartphone	Nakuru	0
UH2KYT5GQ	1503.21	11513.74	10010.53	37671.4	39174.61	till	14	8	Fri	smartphone	Mombasa	0
UDG7ZD9B7	2197.51	61312.66	59115.15	42296.07	44493.58	paybill	8	4	Sun	feature	Mombasa	0
ULJR6EET0	1426.34	31988.11	30561.77	36157.47	37583.81	till	7	12	Wed	smartphone	Mombasa	0
UJCM600X2	493.45	32627.81	32134.36	3300.49	3793.94	paybill	3	10	Sun	smartphone	Eldoret	0
UEEDD070E	643.45	50603.98	49960.53	28852.03	29495.48	paybill	2	5	Thu	smartphone	Mombasa	0
UAVGNP127	1794.78	76413.71	74618.93	26128.83	27923.61	till	12	1	Fri	smartphone	Kisumu	0
UGA4L3KHY	534.08	9123.24	8589.16	42103.72	42637.8	paybill	7	7	Tue	smartphone	Nairobi	0
UFL9E9ZR3	416.07	4113.06	3696.99	3645.09	4061.16	till	5	6	Thu	smartphone	Eldoret	0
UC3H03ZB5	773.44	16967.89	16194.45	43170.04	43943.48	paybill	14	3	Sat	feature	Kisumu	0
UK6FAOPRM	769.51	74345.32	73575.81	20255.13	21024.64	peer	22	11	Fri	feature	Kisumu	0
UL7ZTDL25	3548.46	38167.32	34618.86	11301.45	14849.91	till	6	12	Wed	feature	Kisumu	0
UJEZKFH00	1534.46	2790.17	1255.71	10731.4	12265.86	till	20	10	Sun	smartphone	Mombasa	1
UG8P47D9G	807.09	15108.64	14301.55	35989.57	36796.66	till	21	7	Sat	feature	Mombasa	0
UG8WOBIRY	3025.36	46910.6	43885.24	31239.19	34264.55	till	9	7	Sat	feature	Eldoret	0
UH5XJXNEC	111.72	19430.34	19318.62	35697.63	35809.35	till	17	8	Fri	smartphone	Nairobi	0
UJUUJ02GR	2593.47	23268.61	20675.14	28164.45	30757.92	paybill	23	10	Wed	smartphone	Nairobi	0
UFC62G3AU	191.67	57680.35	57488.68	20072.28	20263.95	till	22	6	Thu	smartphone	Nairobi	0
UJT3X1HXE	259.08	10792.89	10533.81	31477.88	31736.96	till	1	10	Tue	smartphone	Eldoret	0
UH2EEHFU4	83.8	32255.49	32171.69	5137.41	5221.21	peer	11	8	Fri	feature	Eldoret	0
UIG9XIB86	314.3	22165.95	21851.65	35348.82	35663.12	till	17	9	Thu	smartphone	Kisumu	0
UHZS9MTHD	97.11	37410.74	37313.63	17018.54	17115.65	peer	17	8	Mon	smartphone	Eldoret	0
UE4HETVJ0	4231.37	66154.5	61923.13	6496.5	10727.87	till	10	5	Wed	feature	Mombasa	0
UK6OCJPZT	1248.56	25136.5	23887.94	39446.62	40695.18	till	1	11	Wed	smartphone	Nakuru	0
UJX3VPF9P	3336.66	33848.52	30511.86	18865.68	22202.34	till	12	10	Tue	smartphone	Kisumu	0
UBTYOLD62	4130.85	7234.23	3103.38	34350.96	38481.81	peer	18	2	Wed	smartphone	Kisumu	0
UG9I82ES5	1021.28	74420.66	73399.38	42212.44	43233.72	paybill	0	7	Mon	feature	Nairobi	0
UETV6G8OM	1689.81	13439.55	11749.74	35652.3	37342.11	till	14	5	Fri	feature	Eldoret	0
UJEASFEN0	1646.65	22347.31	20700.66	6480.03	8126.68	till	0	10	Sat	feature	Nakuru	0
UKVZG92SJ	1691.02	8518.66	6827.64	39091.19	40782.21	till	8	11	Sun	smartphone	Mombasa	0
UK48OLDC0	1549.87	8474.16	6924.29	24928.54	26478.41	peer	9	11	Fri	smartphone	Kisumu	0
ULK73A8Y7	729.49	38129.82	37400.33	5548.88	6278.37	paybill	8	12	Fri	smartphone	Nairobi	0
UAW60ZZ0I	1509.42	29648.08	28138.66	2617.75	4127.17	till	2	1	Sat	smartphone	Nakuru	0
UH8Y5SIC4	2188.73	44210.34	42021.61	20789.88	22978.61	peer	17	8	Thu	feature	Eldoret	0
UCNE6IT1E	1907.6	52622.54	50714.94	23614.09	25521.69	paybill	8	3	Wed	smartphone	Nakuru	0
ULWO778S6	3182.36	63719.62	60537.26	37701.15	40883.51	till	0	12	Sun	feature	Nairobi	0
UFAQKDM0O	54.9	11014.41	10959.51	32581.99	32636.89	paybill	8	6	Thu	smartphone	Nairobi	1
UISFERFXI	2012.54	51622.13	49609.59	19756.55	21769.09	paybill	5	9	Wed	feature	Nairobi	0
UI3DP4FMP	1873.49	46376.1	44502.61	4267.07	6140.56	till	21	9	Tue	smartphone	Mombasa	0
UEBO06FHR	65.94	4741.55	4675.61	5575.61	5641.55	paybill	12	5	Mon	feature	Mombasa	0
